,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5,radiant_win,match_id
19971,39,35,5,36,18,104,54,41,22,21,1,3905513852
19972,9,41,71,47,31,35,11,57,99,14,0,3905513854
19973,8,104,27,52,100,84,69,6,21,11,0,3905513855
19974,26,38,74,77,75,49,89,48,112,55,1,3905513856
19975,76,119,5,114,60,42,70,27,17,14,0,3905513887
19976,14,53,22,41,6,119,5,70,4,2,0,3905513888
19977,86,108,105,22,109,35,7,19,8,14,1,3905513890
19978,8,30,73,28,31,48,36,17,114,57,0,3905513892
19979,54,88,48,93,57,14,71,11,23,74,1,3905513893
19980,37,2,57,8,63,41,35,32,104,27,0,3905513901
19981,93,14,28,62,72,89,44,79,47,21,0,3905513902
19982,48,22,71,87,39,107,8,34,23,15,0,3905513912
19983,8,35,48,42,63,14,32,62,113,56,1,3905513936
19984,72,35,32,101,42,48,85,22,26,88,1,3905513938
19985,20,10,75,13,67,32,23,101,5,8,1,3905513940
19986,95,5,13,31,49,34,109,7,22,100,0,3905513942
19987,31,87,108,44,74,16,99,35,14,6,0,3905513966
19988,88,104,95,52,23,76,60,107,40,20,0,3905513969
19989,22,35,4,105,54,44,12,18,14,99,0,3905513970
19990,22,28,62,105,104,21,7,47,32,35,1,3905513972
19991,41,23,84,86,49,5,22,35,28,67,0,3905513973
19992,31,94,8,51,1,101,35,109,76,2,1,3905513980
19993,108,27,22,120,72,14,10,8,67,105,0,3905513982
19994,105,86,89,12,74,11,14,29,72,64,0,3905513983
19995,21,8,4,37,2,119,48,34,27,91,0,3905513984
19996,93,14,74,5,31,7,10,101,47,16,1,3905513988
19997,22,97,114,34,14,93,41,99,3,26,0,3905514005
19998,63,64,44,110,69,87,17,67,120,57,1,3905514007
19999,37,71,98,8,39,23,2,14,41,100,0,3905514018
20000,18,41,5,68,94,44,75,21,20,48,1,3905514022
20001,5,44,104,14,11,54,30,35,99,60,1,3905514024
20002,75,104,48,7,34,23,40,82,66,94,1,3905514026
20003,82,11,36,56,21,74,10,22,4,48,0,3905514054
20004,17,97,40,93,48,32,81,119,6,11,0,3905514061
20005,68,97,93,11,71,30,74,13,99,18,1,3905514062
20006,19,59,21,77,32,101,69,41,99,44,0,3905514064
20007,29,8,9,22,35,14,64,41,32,99,0,3905514065
20008,36,21,106,16,41,10,22,119,34,69,1,3905514066
20009,42,44,101,114,14,67,4,7,59,10,0,3905514067
20010,101,112,18,39,56,8,82,6,32,100,1,3905514068
20011,79,94,26,23,2,39,41,13,4,33,1,3905514069
20012,9,56,27,59,34,22,109,93,5,72,0,3905514070
20013,42,54,76,72,58,104,101,11,2,22,0,3905514073
20014,57,49,96,35,54,7,119,95,100,94,1,3905514074
20015,78,72,16,99,84,50,63,44,74,21,0,3905514078
20016,31,76,111,59,68,104,91,30,41,21,1,3905514080
20017,6,14,95,58,63,22,32,105,99,5,0,3905514081
20018,100,62,36,71,94,44,20,93,42,87,1,3905514083
20019,120,74,104,37,27,2,84,60,1,34,0,3905514084
20020,76,7,90,2,62,16,33,45,39,44,0,3905514103
20021,74,44,2,45,105,6,90,101,88,110,1,3905514104
20022,6,12,10,81,16,45,4,17,86,7,0,3905514105
20023,53,22,69,67,86,100,81,5,7,39,1,3905514106
20024,67,37,15,96,19,18,25,6,31,102,0,3905514107
20025,10,55,31,83,23,63,7,84,82,35,0,3905514109
20026,20,109,40,99,75,32,71,8,93,37,0,3905514110
20027,26,72,28,48,14,20,101,93,58,47,1,3905514113
20028,89,108,86,70,39,31,35,71,88,100,0,3905514115
20029,35,36,28,44,108,99,21,45,5,8,0,3905514118
20030,2,56,86,114,5,34,31,32,42,25,0,3905514122
20031,27,18,20,17,42,14,35,93,26,2,0,3905514145
20032,35,47,68,10,100,71,4,74,99,104,0,3905514149
20033,14,114,29,11,44,5,22,35,18,81,0,3905514152
20034,14,69,86,113,25,57,8,74,7,5,0,3905514154
20035,7,1,8,104,48,35,71,81,12,18,1,3905514157
20036,93,97,64,5,39,25,51,41,11,98,0,3905514184
20037,74,30,67,71,114,18,35,22,93,87,1,3905514188
20038,103,101,57,81,26,23,27,99,32,8,0,3905514191
20039,42,21,82,75,44,17,101,60,95,87,0,3905514192
20040,57,114,63,69,3,26,44,4,23,32,0,3905514193
20041,101,31,1,100,43,49,91,22,64,4,1,3905514194
20042,50,46,102,49,93,39,14,94,71,43,0,3905514195
20043,33,100,56,2,104,78,101,31,17,60,1,3905514197
20044,51,35,41,4,48,74,6,99,119,1,1,3905514198
20045,45,7,2,105,1,14,54,46,42,9,1,3905514199
20046,16,23,5,67,22,85,32,7,35,34,0,3905514204
20047,26,11,56,65,14,22,62,44,18,21,0,3905514206
20048,99,11,62,18,51,63,32,26,47,42,0,3905514209
20049,99,1,107,104,74,93,5,69,23,106,0,3905514219
20050,35,75,7,72,51,85,119,47,87,8,1,3905514224
20051,16,95,74,2,51,79,6,104,21,10,0,3905514227
20052,5,15,34,29,63,41,100,75,35,18,0,3905514228
20053,35,73,34,107,16,76,36,42,6,104,1,3905514230
20054,41,11,87,114,71,3,74,111,67,22,0,3905514231
20055,32,120,71,11,12,62,34,14,8,40,0,3905514255
20056,32,99,46,105,43,59,4,17,35,48,1,3905514258
20057,119,71,93,101,23,25,40,41,11,7,1,3905514260
20058,88,56,35,27,42,44,21,45,22,93,1,3905514265
20059,5,72,63,11,87,77,69,119,16,17,1,3905514266
20060,27,17,49,95,21,75,78,44,5,1,1,3905514267
20061,21,41,19,61,56,35,22,75,64,84,0,3905514269
20062,1,14,17,31,120,68,27,12,41,74,1,3905514271
20063,75,62,95,23,99,101,88,33,47,10,0,3905514274
20064,59,44,10,53,32,22,74,2,4,5,0,3905514275
20065,70,53,27,83,56,84,12,9,22,2,0,3905514280
20066,34,2,30,59,31,22,26,36,7,44,1,3905514306
20067,94,51,17,104,101,37,54,28,74,88,0,3905514309
20068,17,98,30,35,41,22,23,99,96,86,1,3905514310
20069,108,47,21,60,114,81,86,120,25,27,1,3905514311
20070,23,4,27,99,34,35,73,95,44,93,1,3905514312
20071,106,77,9,84,96,63,60,11,25,28,1,3905514313
20072,7,26,31,5,22,75,48,63,113,97,0,3905514314
20073,99,22,31,4,5,93,83,55,7,48,0,3905514317
20074,16,7,31,44,8,25,28,32,67,40,1,3905514321
20075,36,11,28,75,60,14,25,21,10,26,1,3905514326
20076,4,22,21,32,101,14,28,93,63,36,1,3905514331
20077,95,54,67,4,98,71,44,108,106,14,0,3905514332
20078,62,48,14,32,71,5,74,4,41,35,0,3905514334
20079,7,107,76,86,81,8,99,74,23,14,1,3905514337
20080,71,99,35,25,42,2,9,29,41,49,0,3905514339
20081,99,20,114,5,7,71,35,31,4,61,0,3905514358
20082,44,61,8,14,26,22,42,1,87,41,1,3905514359
20083,21,71,1,73,86,95,32,75,44,104,0,3905514362
20084,86,40,47,99,69,81,35,111,45,71,1,3905514363
20085,12,31,56,45,74,35,37,25,91,94,0,3905514364
20086,41,68,64,85,47,86,87,10,108,92,0,3905514366
20087,8,59,68,27,76,14,18,106,5,63,1,3905514371
20088,64,74,12,42,26,7,9,15,14,93,1,3905514372
20089,36,17,99,53,4,8,5,35,22,120,0,3905514373
20090,5,104,4,11,32,38,93,95,105,25,0,3905514374
20091,18,53,17,80,104,21,114,2,34,51,0,3905514375
20092,67,22,20,101,8,75,54,83,39,12,1,3905514377
20093,7,114,97,84,67,13,50,8,18,34,1,3905514380
20094,71,5,81,22,15,48,13,14,32,19,1,3905514381
20095,35,60,6,22,108,14,103,94,18,104,1,3905514384
20096,86,14,106,114,97,95,5,8,82,17,0,3905514407
20097,73,63,42,15,27,22,23,2,5,8,1,3905514408
20098,32,48,26,95,11,93,75,50,25,28,0,3905514409
20099,28,22,54,35,14,96,74,62,8,75,0,3905514416
20100,42,6,32,23,8,28,27,75,44,53,0,3905514417
20101,74,16,114,42,30,84,64,40,11,89,0,3905514418
20102,17,55,14,7,75,44,88,106,40,22,0,3905514422
20103,63,51,105,97,32,84,9,22,34,8,0,3905514444
20104,8,34,26,14,85,108,87,2,22,93,0,3905514453
20105,81,44,99,101,18,35,21,52,22,10,1,3905514454
20106,21,5,44,96,3,119,6,45,75,35,1,3905514459
20107,60,10,84,56,110,64,21,8,13,101,1,3905514462
20108,8,44,35,41,18,81,93,32,30,76,1,3905514463
20109,105,87,114,16,47,14,23,8,63,40,0,3905514465
20110,23,65,6,31,49,99,93,22,88,8,0,3905514479
20111,69,17,93,86,42,76,99,10,102,57,1,3905514481
20112,59,22,21,14,52,1,29,69,36,3,0,3905514483
20113,35,55,37,32,95,44,36,59,47,18,1,3905514484
20114,79,6,92,106,2,21,104,12,7,20,1,3905514485
20115,8,101,28,57,106,95,7,43,99,50,1,3905514489
20116,25,6,21,64,102,90,13,11,44,84,1,3905514491
20117,17,31,88,75,8,2,62,86,12,22,1,3905514492
20118,99,101,5,32,12,96,44,14,47,15,0,3905514495
20119,23,101,27,2,67,93,119,57,25,28,0,3905514496
20120,75,119,44,11,98,104,113,86,105,16,0,3905514524
20121,22,14,4,25,48,41,71,32,31,34,0,3905514527
20122,39,18,44,32,48,63,59,5,41,22,0,3905514528
20123,5,44,18,33,91,86,71,94,93,14,0,3905514529
20124,81,20,48,58,44,104,22,6,7,14,0,3905514530
20125,69,39,25,48,54,52,36,14,13,35,0,3905514533
20126,101,41,35,71,19,88,67,2,42,22,0,3905514534
20127,30,35,86,34,108,22,14,96,21,67,0,3905514538
20128,26,84,104,106,105,101,10,103,45,21,1,3905514541
20129,100,75,22,35,2,51,44,31,49,101,0,3905514544
20130,27,74,93,37,98,8,5,10,90,11,0,3905514545
20131,34,3,32,18,29,39,106,26,81,71,1,3905514548
20132,104,79,17,86,48,88,60,69,76,94,1,3905514549
20133,74,8,32,105,75,35,71,96,119,12,1,3905514550
20134,100,25,13,7,80,64,95,37,11,108,1,3905514552
20135,14,18,21,101,69,22,5,105,12,102,1,3905514553
20136,95,56,14,45,1,35,62,54,36,99,0,3905514569
20137,87,97,8,43,75,100,26,99,94,63,0,3905514571
20138,75,45,104,103,105,15,78,30,2,73,1,3905514578
20139,2,67,35,84,104,72,26,71,22,21,0,3905514579
20140,47,60,30,49,12,54,42,21,25,7,0,3905514580
20141,19,4,11,6,104,2,8,32,14,23,0,3905514581
20142,104,14,34,7,86,31,60,8,81,35,0,3905514586
20143,74,87,48,104,86,76,63,7,106,22,1,3905514590
20144,76,101,14,81,119,34,84,54,120,10,1,3905514593
20145,34,14,35,31,104,85,20,12,15,7,1,3905514594
20146,95,26,58,108,94,35,14,31,18,22,0,3905514601
20147,28,72,5,93,35,34,59,7,32,50,1,3905514602
20148,114,101,5,34,73,68,8,112,23,74,1,3905514622
20149,63,11,21,12,64,74,32,2,44,30,0,3905514624
20150,17,14,26,70,22,47,103,75,5,1,0,3905514628
20151,31,64,69,35,67,21,84,76,75,1,1,3905514629
20152,72,74,9,14,33,27,75,21,48,86,1,3905514630
20153,14,9,93,6,39,62,12,26,16,74,0,3905514631
20154,73,3,8,95,31,74,44,102,93,26,0,3905514634
20155,5,35,54,7,42,100,23,71,39,9,1,3905514635
20156,23,93,104,9,71,88,5,49,2,35,1,3905514644
20157,26,35,22,94,71,68,111,93,73,20,0,3905514669
20158,20,32,35,105,22,102,4,49,119,11,0,3905514675
20159,108,41,32,87,22,35,28,67,69,26,1,3905514679
20160,20,87,76,44,6,32,71,49,119,14,0,3905514680
20161,28,74,67,86,29,111,14,113,93,108,0,3905514681
20162,69,74,22,100,95,5,49,104,14,90,1,3905514682
20163,54,33,86,59,104,34,98,5,20,22,1,3905514688
20164,21,75,113,44,18,31,8,63,119,64,0,3905514690
20165,48,8,10,35,21,27,94,91,99,6,0,3905514691
20166,86,7,74,49,75,47,16,53,100,8,1,3905514692
20167,74,8,56,23,29,93,27,2,100,17,0,3905514695
20168,94,40,96,23,6,36,41,22,42,19,0,3905514698
20169,21,69,17,14,109,1,22,32,83,105,0,3905514699
20170,14,75,2,35,74,106,5,60,69,93,0,3905514721
20171,33,26,48,71,114,93,94,32,87,106,1,3905514723
20172,7,12,83,51,22,71,11,101,15,54,1,3905514724
20173,56,48,120,3,78,62,114,2,106,75,0,3905514725
20174,103,86,22,21,1,6,75,68,56,9,1,3905514726
20175,41,18,35,110,7,75,106,40,34,6,1,3905514727
20176,88,7,43,48,36,74,90,21,44,51,0,3905514728
20177,119,97,18,101,22,108,104,9,32,40,1,3905514730
20178,17,110,67,5,48,47,41,119,86,22,0,3905514731
20179,10,101,25,31,29,21,18,86,71,104,1,3905514732
20180,56,93,112,100,62,95,1,32,10,26,1,3905514733
20181,14,38,57,77,25,46,4,73,108,66,1,3905514734
20182,75,82,27,2,54,14,22,93,45,21,0,3905514736
20183,68,71,97,76,8,58,7,31,67,74,1,3905514740
20184,5,114,34,23,25,120,40,32,110,8,0,3905514741
20185,110,17,99,14,67,76,9,49,93,68,1,3905514768
20186,104,26,93,14,21,42,34,98,53,68,0,3905514769
20187,67,69,43,36,49,25,9,31,99,94,1,3905514771
20188,25,23,11,75,93,41,69,6,18,21,0,3905514772
20189,25,93,57,32,5,69,14,8,26,22,0,3905514774
20190,32,114,120,43,109,104,9,71,35,14,0,3905514776
20191,6,70,114,5,22,41,30,99,35,76,1,3905514778
20192,94,7,28,26,81,67,62,5,63,2,0,3905514779
20193,89,47,20,4,49,85,32,35,86,104,1,3905514780
20194,35,63,104,95,62,6,47,99,2,4,1,3905514783
20195,47,99,14,27,18,74,103,48,87,7,1,3905514785
20196,104,32,101,99,34,21,11,27,8,14,0,3905514787
20197,65,99,27,39,41,68,108,62,102,101,0,3905514788
20198,88,8,63,39,47,2,99,30,93,46,1,3905514791
20199,25,11,99,62,54,45,93,44,46,114,0,3905514792
20200,96,37,46,101,73,112,35,8,93,9,0,3905514793
20201,93,48,14,42,73,104,84,23,22,1,1,3905514794
20202,8,101,50,85,86,97,33,6,34,20,1,3905514796
20203,43,69,14,18,5,45,97,76,83,95,0,3905514811
20204,14,21,8,87,4,11,1,88,108,27,1,3905514813
20205,41,110,22,34,14,91,53,8,102,35,0,3905514815
20206,69,8,90,35,32,39,62,104,86,4,1,3905514817
20207,32,2,99,25,4,35,36,48,41,86,1,3905514820
20208,93,25,8,10,26,23,41,11,14,98,1,3905514822
20209,44,22,14,63,40,97,5,31,8,74,1,3905514823
20210,36,2,62,48,71,59,86,42,35,9,0,3905514830
20211,41,8,11,98,23,90,32,1,71,63,0,3905514833
20212,63,105,47,45,32,8,30,68,15,101,1,3905514836
20213,9,2,12,120,17,8,51,76,21,42,1,3905514837
20214,8,91,11,14,10,120,21,74,6,86,0,3905514838
20215,99,1,34,27,59,21,47,12,18,31,1,3905514840
20216,35,91,78,41,79,72,69,56,68,65,1,3905514841
20217,75,2,114,62,35,95,54,28,51,104,1,3905514867
20218,72,94,27,67,99,44,26,18,36,41,0,3905514868
20219,98,104,11,35,64,17,28,7,14,6,0,3905514869
20220,10,46,74,5,44,48,32,22,26,72,0,3905514870
20221,75,5,10,83,72,34,63,84,40,100,1,3905514872
20222,93,98,75,11,5,100,110,41,22,29,0,3905514873
20223,104,6,9,4,18,74,36,35,12,5,0,3905514875
20224,41,14,108,35,9,22,32,112,109,67,1,3905514876
20225,11,101,44,71,94,99,88,84,34,93,1,3905514877
20226,104,82,4,93,15,21,35,105,9,27,1,3905514878
20227,7,14,74,35,99,25,93,87,44,22,0,3905514879
20228,1,27,95,14,17,71,106,44,101,98,0,3905514880
20229,22,11,9,41,114,105,75,119,35,69,0,3905514881
20230,70,25,7,42,28,27,43,88,97,109,0,3905514883
20231,70,106,67,26,29,48,22,23,102,21,1,3905514885
20232,32,84,19,4,8,1,2,14,58,44,0,3905514888
20233,11,64,2,36,75,14,8,69,25,40,1,3905514914
20234,2,35,20,75,81,11,67,42,99,89,1,3905514915
20235,23,73,64,114,119,99,51,63,22,110,0,3905514916
20236,34,23,32,55,101,11,18,71,48,13,0,3905514917
20237,75,99,44,5,104,41,119,8,106,30,1,3905514919
20238,85,63,26,8,36,111,72,7,45,74,0,3905514920
20239,2,38,7,35,51,89,39,44,81,3,1,3905514928
20240,26,41,23,22,39,21,112,46,93,100,1,3905514929
20241,2,54,13,7,35,39,36,18,57,86,1,3905514931
20242,21,88,23,31,8,101,7,39,52,63,0,3905514933
20243,67,101,36,110,21,99,26,13,40,114,0,3905514936
20244,69,71,11,93,86,25,99,108,35,104,1,3905514938
20245,44,31,50,11,59,36,78,47,21,8,0,3905514939
20246,85,39,93,26,35,64,21,67,105,4,0,3905514943
20247,86,2,93,7,104,44,100,99,17,20,1,3905514948
20248,46,114,27,84,13,93,39,119,41,101,0,3905514964
20249,62,71,14,23,108,35,8,5,53,76,0,3905514965
20250,101,2,107,22,1,17,75,14,99,72,1,3905514967
20251,12,69,23,11,73,58,41,31,14,120,1,3905514969
20252,6,35,94,84,43,14,44,75,49,2,0,3905514971
20253,4,97,31,100,41,18,36,30,8,14,1,3905514972
20254,48,53,42,28,3,103,35,14,44,41,1,3905514974
20255,36,104,74,14,97,25,71,70,63,44,0,3905514977
20256,42,54,90,41,94,23,59,32,109,22,1,3905514979
20257,36,26,30,42,44,75,105,15,89,8,0,3905514980
20258,23,78,114,30,41,27,49,1,26,52,1,3905514981
20259,67,99,11,20,75,42,30,35,40,93,1,3905514982
20260,11,101,48,21,84,1,114,64,22,120,1,3905514986
20261,86,11,18,12,114,48,44,97,22,7,0,3905514987
20262,8,42,68,2,88,14,57,114,35,102,0,3905514990
20263,93,4,14,8,48,22,35,62,19,25,1,3905514991
20264,101,88,5,68,46,84,23,22,36,8,0,3905515015
20265,5,14,48,47,42,99,35,86,12,22,1,3905515016
20266,104,93,21,103,5,34,113,32,14,41,1,3905515023
20267,7,30,36,42,18,48,93,12,74,21,1,3905515026
20268,2,76,112,95,63,68,100,29,44,101,0,3905515030
20269,49,73,8,97,86,28,22,4,100,41,0,3905515031
20270,10,84,5,9,35,63,102,30,22,114,0,3905515032
20271,95,4,17,14,51,37,41,104,98,11,1,3905515040
20272,59,23,17,50,42,34,81,7,12,77,0,3905515060
20273,90,43,19,93,49,44,2,74,14,101,0,3905515063
20274,90,65,51,21,30,34,3,57,44,84,1,3905515064
20275,10,26,99,104,93,31,96,8,11,27,1,3905515065
20276,21,69,41,37,86,35,14,67,31,32,0,3905515068
20277,104,23,34,84,9,101,41,21,54,28,0,3905515070
20278,53,110,1,11,99,41,90,32,9,76,0,3905515072
20279,70,86,97,35,30,101,85,21,99,7,0,3905515076
20280,63,18,5,75,48,8,45,51,36,39,0,3905515077
20281,71,48,1,74,99,100,44,68,39,35,1,3905515080
20282,22,8,74,75,44,6,10,2,101,25,0,3905515100
20283,41,23,87,22,5,19,36,86,54,113,0,3905515101
20284,101,44,31,14,95,71,11,5,15,82,1,3905515102
20285,53,41,20,22,62,7,47,52,93,105,1,3905515106
20286,93,22,78,6,18,112,8,4,104,37,1,3905515110
20287,99,6,71,27,17,21,4,44,5,84,0,3905515111
20288,22,93,14,104,99,9,42,18,2,44,0,3905515112
20289,5,35,49,87,63,64,22,100,43,41,1,3905515114
20290,35,95,99,67,2,93,14,22,44,41,1,3905515115
20291,77,28,72,80,22,26,17,42,91,21,1,3905515116
20292,104,17,51,30,93,12,43,120,22,7,1,3905515122
20293,10,6,44,22,32,14,8,99,27,18,0,3905515144
20294,86,69,7,6,25,48,42,26,93,34,0,3905515145
20295,9,100,73,17,90,105,113,80,14,19,1,3905515146
20296,100,48,74,90,52,30,99,81,17,84,0,3905515150
20297,84,26,12,21,70,7,120,68,14,32,1,3905515154
20298,22,97,14,102,1,33,72,21,46,16,1,3905515161
20299,39,50,49,8,104,77,22,114,56,2,1,3905515167
20300,22,100,94,21,42,76,2,105,119,44,1,3905515169
20301,15,74,67,100,5,7,48,29,45,69,1,3905515170
20302,5,74,88,69,10,38,62,86,108,35,1,3905515184
20303,83,23,21,41,3,39,12,31,108,71,0,3905515185
20304,104,84,15,22,32,76,44,30,41,48,1,3905515186
20305,62,17,14,26,113,73,103,30,74,35,0,3905515188
20306,10,32,105,44,14,5,63,104,34,81,0,3905515189
20307,35,14,54,108,101,75,8,32,53,25,1,3905515190
20308,71,74,102,95,14,16,34,75,53,63,1,3905515191
20309,56,120,43,93,71,1,59,4,35,5,1,3905515192
20310,67,56,28,88,86,95,104,39,64,91,0,3905515193
20311,14,41,104,74,101,21,9,28,10,64,0,3905515194
20312,32,14,35,99,41,57,94,84,21,2,1,3905515199
20313,47,5,107,1,16,105,41,101,39,2,1,3905515201
20314,47,105,120,22,14,29,5,48,119,17,0,3905515203
20315,21,41,114,14,59,120,106,2,8,86,0,3905515205
20316,14,17,26,108,72,11,44,30,68,16,1,3905515206
20317,8,31,114,94,41,2,12,74,44,86,1,3905515210
20318,15,90,7,44,100,22,5,114,14,71,1,3905515211
20319,113,8,6,14,32,59,93,25,74,70,0,3905515212
20320,112,61,82,108,105,62,106,23,37,101,0,3905515214
20321,74,77,78,63,5,16,47,67,84,76,0,3905515235
20322,14,101,44,32,2,99,6,82,76,62,0,3905515237
20323,112,18,21,28,114,56,22,84,85,105,1,3905515241
20324,49,59,109,23,30,93,52,70,7,21,1,3905515243
20325,21,14,6,119,67,8,23,31,57,39,0,3905515244
20326,74,95,26,77,30,11,12,82,103,83,0,3905515246
20327,97,101,18,40,9,64,48,106,20,68,1,3905515247
20328,5,10,29,86,42,83,75,11,34,41,0,3905515248
20329,2,57,25,93,26,29,72,16,113,87,1,3905515249
20330,32,6,31,104,94,71,14,44,27,17,1,3905515252
20331,46,14,8,83,78,25,16,67,63,23,1,3905515254
20332,57,14,44,20,17,84,71,72,2,114,1,3905515255
20333,87,103,74,67,42,104,26,120,25,8,1,3905515256
20334,74,41,100,14,64,7,101,22,114,18,0,3905515257
20335,32,2,41,23,20,5,114,35,8,48,1,3905515259
20336,3,34,71,97,44,87,57,94,62,81,1,3905515261
20337,8,54,15,96,43,23,98,88,93,107,0,3905515281
20338,69,72,97,16,5,83,20,6,22,48,0,3905515283
20339,35,112,70,19,26,104,103,34,14,93,0,3905515286
20340,35,71,101,67,9,49,34,93,2,16,0,3905515287
20341,32,26,90,83,104,21,23,69,25,8,0,3905515289
20342,15,14,31,100,67,99,75,81,23,119,0,3905515290
20343,5,8,47,7,44,20,22,98,3,21,1,3905515292
20344,28,11,29,100,97,21,54,99,27,86,0,3905515294
20345,104,47,112,86,54,23,106,39,16,95,0,3905515299
20346,26,100,11,35,78,14,1,69,64,97,0,3905515300
20347,51,11,87,42,56,8,52,97,27,16,1,3905515320
20348,83,22,93,44,86,99,74,42,26,14,0,3905515321
20349,93,31,64,4,11,54,97,66,43,48,1,3905515322
20350,99,100,22,3,48,74,107,73,84,83,1,3905515325
20351,58,99,47,72,32,105,95,114,62,21,1,3905515326
20352,1,84,99,34,18,76,35,101,60,28,0,3905515328
20353,75,4,14,8,28,5,72,69,114,39,1,3905515330
20354,6,96,42,8,10,92,21,73,120,38,0,3905515336
20355,72,84,59,21,11,14,74,104,69,49,0,3905515340
20356,26,17,69,8,104,47,105,10,97,103,1,3905515341
20357,50,44,58,93,4,57,100,74,42,10,0,3905515362
20358,59,56,84,35,14,88,23,93,103,64,1,3905515363
20359,11,97,93,3,15,107,56,94,17,8,0,3905515364
20360,76,68,62,81,22,7,9,70,26,39,1,3905515365
20361,101,63,9,45,71,97,74,68,14,21,1,3905515367
20362,48,3,119,35,98,74,96,52,95,67,0,3905515368
20363,4,32,33,43,42,110,14,35,72,31,1,3905515375
20364,17,100,75,6,23,44,70,74,21,5,0,3905515377
20365,1,12,86,31,32,16,23,49,35,99,1,3905515380
20366,43,70,56,63,34,54,95,97,32,93,0,3905515383
20367,41,112,74,22,45,35,106,63,14,5,0,3905515384
20368,1,74,30,70,25,50,21,37,99,17,0,3905515385
20369,20,59,26,48,53,114,39,100,14,104,1,3905515386
20370,99,11,2,39,18,69,21,101,12,100,1,3905515387
20371,108,74,9,114,3,25,33,8,23,104,1,3905515406
20372,41,26,72,8,63,104,15,32,11,86,1,3905515409
20373,75,32,72,56,49,87,63,8,62,14,0,3905515411
20374,93,65,23,33,22,14,1,7,45,75,0,3905515414
20375,35,86,5,97,2,114,119,29,74,28,0,3905515415
20376,71,67,39,29,101,36,88,41,106,34,0,3905515416
20377,8,79,69,22,14,97,74,37,41,4,0,3905515418
20378,5,54,41,88,101,14,94,8,62,2,0,3905515433
20379,54,73,41,75,34,35,59,47,99,44,1,3905515437
20380,86,110,11,94,41,26,28,100,22,93,0,3905515439
20381,104,95,96,25,10,34,9,30,4,93,1,3905515446
20382,74,44,71,120,4,13,14,35,45,84,0,3905515448
20383,47,10,87,111,34,41,32,29,106,27,1,3905515450
20384,39,29,22,44,98,7,49,75,14,104,1,3905515451
20385,71,26,2,94,33,109,6,30,35,48,1,3905515455
20386,26,27,5,41,42,54,29,34,10,68,0,3905515456
20387,7,25,19,107,72,9,22,85,84,16,0,3905515457
20388,28,11,22,93,72,104,63,97,6,8,1,3905515460
20389,63,82,54,101,32,93,2,53,14,36,1,3905515463
20390,56,32,69,8,9,74,98,16,54,28,0,3905515467
20391,104,47,100,14,42,9,113,62,74,44,1,3905515468
20392,93,5,106,7,104,18,86,23,16,75,0,3905515470
20393,56,12,100,8,105,104,99,74,27,45,1,3905515486
20394,74,119,72,100,56,96,21,3,87,41,1,3905515487
20395,97,8,107,23,20,87,32,14,12,11,0,3905515488
20396,48,106,35,22,44,105,2,6,43,15,0,3905515489
20397,67,12,35,7,9,2,8,51,64,74,0,3905515492
20398,90,11,44,42,95,35,2,47,72,94,1,3905515493
20399,7,35,74,42,22,73,8,14,75,60,0,3905515494
20400,11,27,103,14,93,111,23,8,107,74,1,3905515497
20401,1,32,43,100,5,70,29,8,88,46,1,3905515503
20402,75,103,7,21,93,74,99,20,14,48,1,3905515509
20403,91,46,1,93,28,8,75,23,97,84,1,3905515512
20404,97,107,74,26,93,114,27,34,7,69,1,3905515532
20405,2,27,87,4,48,23,12,119,1,84,1,3905515535
20406,42,57,86,4,56,8,37,114,61,41,1,3905515538
20407,23,94,26,97,41,74,7,76,6,8,0,3905515540
20408,1,53,30,88,6,74,86,2,104,14,0,3905515549
20409,9,21,109,20,73,93,97,79,42,11,1,3905515563
20410,104,44,15,114,120,35,74,99,23,6,1,3905515566
20411,50,114,29,32,17,18,6,11,4,14,0,3905515571
20412,38,77,114,11,27,22,63,108,113,99,1,3905515574
20413,101,64,41,71,72,91,26,23,93,15,0,3905515582
20414,19,14,72,74,5,48,20,90,11,32,1,3905515585
20415,93,6,30,110,74,10,35,51,14,22,0,3905515586
20416,61,14,95,104,49,74,29,45,42,50,1,3905515587
20417,23,87,14,4,74,26,71,7,35,44,1,3905515588
20418,18,108,30,35,42,10,15,6,26,84,1,3905515593
20419,27,8,100,35,10,30,23,14,93,74,1,3905515594
20420,28,30,76,47,85,99,112,22,12,42,0,3905515617
20421,99,21,100,36,63,113,92,8,82,104,1,3905515618
20422,119,108,62,12,77,3,16,69,25,114,1,3905515619
20423,69,13,64,67,85,63,9,21,114,108,1,3905515620
20424,98,7,10,5,47,26,32,18,106,16,1,3905515623
20425,32,75,86,93,43,12,8,3,31,108,0,3905515624
20426,14,6,88,22,8,35,33,9,95,71,1,3905515627
20427,75,51,18,52,14,47,64,86,99,12,1,3905515629
20428,12,74,81,112,14,23,71,57,39,44,0,3905515630
20429,45,96,94,1,23,84,76,2,44,22,1,3905515631
20430,23,67,63,108,87,27,69,47,94,106,1,3905515635
20431,27,71,10,34,56,14,47,67,35,62,1,3905515638
20432,28,85,5,67,35,27,113,8,88,94,1,3905515640
20433,11,41,16,8,5,35,2,48,32,37,1,3905515642
20434,64,4,101,74,51,11,95,119,1,99,0,3905515663
