,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5,radiant_win,match_id
5084,48,62,47,5,51,18,46,93,60,74,1,3905455478
5085,74,2,27,22,114,11,75,18,1,104,1,3905455479
5086,26,23,101,15,60,8,64,49,88,39,0,3905455501
5087,49,9,8,22,27,101,60,12,78,34,0,3905455502
5088,47,12,64,48,83,90,56,100,93,108,0,3905455505
5089,34,6,93,28,2,29,7,17,21,8,1,3905455507
5090,44,51,101,39,18,49,71,10,84,12,0,3905455509
5091,69,22,59,48,41,17,88,87,42,54,1,3905455510
5092,85,90,110,41,23,93,17,14,32,2,0,3905455512
5093,39,47,90,11,30,99,13,52,72,111,0,3905455514
5094,8,45,29,75,42,39,22,93,84,11,0,3905455518
5095,5,44,81,22,14,39,70,62,9,27,1,3905455520
5096,67,73,101,23,51,104,11,63,113,1,1,3905455526
5097,41,105,30,61,21,100,48,28,43,5,1,3905455529
5098,9,74,54,100,36,106,104,79,83,86,1,3905455530
5099,12,17,75,110,108,52,91,21,41,4,1,3905455531
5100,49,56,31,1,7,9,22,99,26,93,1,3905455553
5101,8,21,61,32,64,14,16,109,74,37,1,3905455556
5102,106,95,56,34,69,76,21,14,42,41,0,3905455557
5103,86,48,104,15,51,9,14,85,17,1,1,3905455559
5104,90,81,74,14,42,48,93,98,71,35,0,3905455562
5105,32,5,35,84,99,27,4,95,63,82,0,3905455564
5106,53,23,5,4,45,6,85,84,74,101,1,3905455567
5107,31,99,11,21,95,29,104,93,74,27,1,3905455568
5108,108,23,32,59,39,41,26,96,114,62,1,3905455572
5109,50,100,93,74,18,34,9,104,11,2,0,3905455574
5110,41,86,6,3,94,39,119,83,4,65,0,3905455586
5111,93,25,41,107,27,74,39,21,12,14,0,3905455589
5112,98,42,71,106,89,119,4,45,18,17,1,3905455594
5113,6,25,22,83,120,23,74,14,88,50,0,3905455595
5114,120,31,97,18,75,44,63,71,81,40,0,3905455596
5115,19,6,12,35,105,14,16,71,39,7,1,3905455600
5116,88,41,30,25,76,64,8,59,69,2,1,3905455603
5117,7,76,21,36,47,89,4,26,53,2,0,3905455611
5118,61,64,52,48,30,17,85,57,14,8,0,3905455613
5119,8,71,105,29,11,35,23,58,44,59,1,3905455614
5120,47,32,27,106,97,39,103,5,35,42,1,3905455616
5121,62,49,12,7,14,32,27,86,113,18,0,3905455617
5122,8,23,99,10,11,70,97,3,7,46,1,3905455630
5123,27,2,113,74,41,21,22,109,3,9,0,3905455631
5124,47,21,8,16,93,53,12,114,7,61,0,3905455633
5125,28,49,114,109,90,76,16,41,5,7,0,3905455635
5126,100,43,14,42,57,20,11,35,49,7,0,3905455636
5127,60,75,4,119,22,44,34,32,104,3,0,3905455638
5128,26,78,34,63,40,74,101,7,113,42,1,3905455641
5129,25,92,58,44,52,57,17,27,113,4,1,3905455642
5130,44,74,68,41,4,35,102,14,6,46,0,3905455645
5131,5,35,18,42,38,63,14,11,16,93,0,3905455646
5132,74,14,93,71,54,59,35,67,69,50,1,3905455648
5133,8,77,57,11,63,32,35,73,7,80,0,3905455649
5134,63,21,2,35,99,96,67,18,95,103,0,3905455664
5135,35,75,71,38,47,11,23,31,22,110,0,3905455666
5136,18,27,21,93,96,41,100,99,50,4,0,3905455667
5137,22,5,62,93,98,9,111,14,11,42,1,3905455668
5138,18,12,7,84,39,2,16,32,29,11,0,3905455671
5139,11,86,70,69,31,65,72,14,111,51,0,3905455672
5140,76,7,67,75,2,19,38,114,35,105,1,3905455676
5141,93,96,44,75,26,32,13,11,22,86,1,3905455679
5142,31,71,44,14,4,70,93,35,27,19,1,3905455681
5143,63,35,41,7,22,81,58,3,8,32,1,3905455682
5144,96,35,54,95,104,74,44,113,12,111,1,3905455702
5145,7,48,85,14,106,8,74,36,32,108,0,3905455706
5146,71,11,84,61,93,8,83,26,74,42,0,3905455709
5147,14,78,17,119,48,75,110,101,105,8,0,3905455710
5148,85,32,97,99,106,14,93,94,59,35,1,3905455712
5149,32,70,12,86,43,26,18,39,7,4,1,3905455713
5150,14,2,84,47,52,11,6,69,30,21,0,3905455714
5151,69,32,93,14,15,63,94,44,49,86,1,3905455717
5152,109,74,101,42,35,5,41,54,49,39,0,3905455722
5153,28,30,114,40,93,46,16,18,37,22,1,3905455724
5154,85,41,14,63,22,49,7,32,34,35,1,3905455727
5155,14,21,71,104,22,2,26,5,44,63,0,3905455750
5156,48,31,14,73,108,44,5,75,7,87,1,3905455753
5157,41,101,76,98,13,63,5,10,17,18,1,3905455757
5158,104,19,86,6,44,8,52,54,71,73,0,3905455758
5159,63,74,56,16,68,48,61,32,36,5,0,3905455760
5160,2,15,31,63,113,104,112,5,70,8,0,3905455766
5161,39,98,14,105,59,77,17,120,41,75,1,3905455770
5162,8,44,88,14,26,74,67,46,110,62,1,3905455773
5163,99,14,93,22,88,23,51,98,94,86,1,3905455789
5164,76,26,47,22,114,11,99,86,93,75,0,3905455790
5165,33,47,21,4,35,32,15,93,100,31,1,3905455792
5166,14,103,56,17,119,37,7,35,67,62,0,3905455796
5167,112,82,66,2,17,22,25,63,16,10,0,3905455797
5168,93,64,2,72,14,41,74,104,30,27,1,3905455798
5169,93,88,74,14,5,17,75,8,36,62,0,3905455800
5170,7,34,101,51,70,17,57,16,20,8,1,3905455801
5171,104,69,14,106,22,65,105,23,114,44,1,3905455802
5172,14,87,18,13,55,53,42,51,26,11,1,3905455803
5173,6,74,67,14,22,91,10,76,104,42,0,3905455805
5174,42,119,34,32,30,51,112,44,62,22,0,3905455806
5175,57,34,119,7,94,20,59,14,33,1,1,3905455810
5176,44,31,51,93,101,81,104,86,36,74,0,3905455811
5177,5,55,97,44,71,64,28,11,48,62,1,3905455812
5178,104,10,44,28,96,81,7,32,48,16,0,3905455819
5179,22,53,18,93,36,8,48,33,13,104,1,3905455820
5180,32,68,18,34,97,87,67,29,86,11,0,3905455822
5181,5,49,44,48,97,25,96,31,93,18,1,3905455823
5182,11,21,53,69,48,105,111,63,23,8,1,3905455855
5183,95,21,62,18,8,61,86,32,54,22,1,3905455859
5184,47,14,35,26,114,101,4,108,42,86,0,3905455861
5185,44,12,54,52,2,78,49,72,101,90,1,3905455866
5186,48,14,39,57,119,99,13,60,86,93,1,3905455869
5187,31,59,75,7,67,22,42,23,106,30,0,3905455870
5188,62,93,11,9,51,111,8,44,20,120,1,3905455874
5189,41,53,23,56,14,40,49,21,97,44,0,3905455903
5190,14,58,114,96,35,84,41,16,74,6,0,3905455904
5191,64,57,43,8,104,5,63,80,75,67,0,3905455909
5192,51,99,18,35,64,14,44,17,31,47,1,3905455910
5193,81,21,91,80,8,108,44,11,14,20,0,3905455912
5194,23,11,83,85,8,12,35,7,110,2,1,3905455914
5195,31,93,32,35,60,22,6,39,63,81,1,3905455942
5196,12,28,101,107,21,67,16,17,56,102,0,3905455951
5197,81,65,14,74,53,93,64,17,108,60,0,3905455952
5198,85,36,17,105,35,99,34,14,1,93,0,3905455954
5199,91,111,59,17,4,30,32,48,14,25,0,3905455955
5200,2,8,69,47,75,58,21,64,1,31,1,3905455956
5201,75,114,35,98,84,32,23,22,63,40,0,3905455957
5202,96,70,20,34,16,11,32,114,26,44,0,3905455974
5203,64,80,85,93,74,32,99,21,87,48,0,3905455978
5204,2,57,75,44,39,26,8,49,3,47,0,3905455979
5205,59,9,91,46,93,40,31,42,11,62,0,3905455980
5206,9,12,42,11,14,74,7,22,1,106,0,3905455984
5207,21,102,13,26,109,96,93,94,32,87,0,3905455985
5208,67,57,51,21,31,44,34,2,75,87,1,3905455988
5209,6,23,47,94,84,5,99,22,8,62,0,3905456013
5210,96,18,32,20,17,104,39,10,97,23,1,3905456014
5211,35,2,1,104,101,53,67,25,14,75,0,3905456016
5212,101,120,21,56,6,29,48,8,9,32,1,3905456018
5213,41,21,2,59,32,35,107,44,18,109,1,3905456019
5214,60,101,63,104,48,74,7,49,14,8,0,3905456020
5215,64,73,8,51,86,10,74,32,26,23,0,3905456024
5216,101,14,34,10,97,57,76,8,19,18,1,3905456025
5217,35,3,70,26,11,54,36,84,22,14,0,3905456027
5218,18,10,11,14,98,113,9,7,6,48,0,3905456050
5219,6,18,102,60,43,28,63,64,88,84,0,3905456056
5220,48,1,84,4,14,74,2,53,44,20,0,3905456058
5221,35,74,30,32,105,80,101,73,119,37,1,3905456059
5222,14,100,12,13,48,104,11,84,35,59,1,3905456061
5223,11,8,30,21,103,106,100,53,74,5,0,3905456062
5224,17,31,104,93,14,74,99,8,75,1,1,3905456063
5225,89,4,87,99,21,5,14,69,47,93,1,3905456064
5226,53,22,12,21,81,74,7,48,32,43,1,3905456066
5227,11,32,44,27,2,102,13,7,87,18,1,3905456088
5228,62,67,20,8,17,76,44,16,74,32,1,3905456090
5229,7,9,22,26,67,114,72,111,21,99,1,3905456091
5230,52,42,18,22,21,5,97,46,119,12,1,3905456095
5231,93,94,104,16,21,70,27,48,4,74,0,3905456097
5232,95,98,106,14,104,33,10,41,113,120,1,3905456098
5233,32,81,74,14,88,23,99,72,57,71,1,3905456099
5234,99,97,17,18,22,112,21,57,67,51,0,3905456102
5235,8,5,65,39,53,26,48,42,34,14,0,3905456103
5236,93,8,22,39,23,86,79,101,18,75,1,3905456104
5237,101,50,72,6,14,8,76,68,96,31,1,3905456119
5238,14,95,39,46,41,104,59,43,54,8,0,3905456122
5239,73,26,22,12,93,88,40,8,101,35,1,3905456123
5240,6,8,42,18,15,22,35,44,12,11,1,3905456125
5241,114,2,14,8,74,104,106,1,97,39,1,3905456126
5242,67,78,97,23,22,42,21,37,69,8,0,3905456130
5243,72,56,2,41,26,1,44,32,14,94,1,3905456133
5244,76,6,32,86,109,44,101,34,8,25,0,3905456135
5245,71,21,48,50,22,94,9,106,20,51,1,3905456139
5246,9,14,35,104,63,50,43,41,19,23,1,3905456141
5247,71,114,32,8,4,64,21,2,53,98,1,3905456142
5248,99,35,26,56,74,21,44,101,97,14,0,3905456144
5249,53,22,8,49,14,97,31,74,43,114,0,3905456145
5250,56,63,22,96,6,18,48,35,41,17,1,3905456163
5251,84,41,86,46,21,63,27,93,16,35,0,3905456164
5252,32,81,70,26,83,114,91,60,43,113,1,3905456165
5253,84,36,17,8,14,99,75,35,1,26,0,3905456167
5254,63,34,12,99,1,11,32,105,42,35,1,3905456169
5255,76,77,86,22,60,57,101,39,69,41,1,3905456170
5256,37,26,16,23,93,67,35,42,5,49,1,3905456171
5257,34,71,72,108,75,16,5,78,12,21,1,3905456172
5258,114,94,90,47,53,99,14,95,46,64,0,3905456175
5259,32,12,28,11,21,35,93,44,10,17,1,3905456178
5260,53,67,110,95,47,57,22,4,35,59,1,3905456210
5261,44,36,42,114,74,14,6,84,35,53,0,3905456213
5262,18,22,65,93,97,21,120,39,90,54,0,3905456215
5263,4,62,104,58,19,7,28,106,51,59,0,3905456216
5264,32,54,74,56,51,34,62,26,41,52,0,3905456218
5265,76,114,41,112,26,7,83,11,6,5,0,3905456220
5266,101,95,108,75,106,23,14,74,21,18,1,3905456221
5267,8,11,32,42,84,47,26,112,67,52,1,3905456225
5268,3,16,106,120,41,63,9,17,44,5,0,3905456226
5269,8,35,14,90,22,51,48,74,6,104,1,3905456228
5270,19,81,16,23,87,14,84,1,3,11,1,3905456231
5271,81,119,76,93,22,14,6,41,19,104,1,3905456232
5272,76,119,22,1,9,5,11,42,7,8,0,3905456234
5273,62,41,87,47,99,119,32,14,86,56,0,3905456240
5274,9,8,71,36,105,80,63,101,22,35,0,3905456258
5275,32,36,23,14,61,112,106,97,72,7,1,3905456261
5276,14,93,30,4,51,62,95,5,22,69,1,3905456264
5277,88,26,81,21,11,23,31,119,68,54,1,3905456270
5278,41,120,35,57,63,11,14,5,6,93,0,3905456276
5279,18,66,59,48,21,63,58,69,22,36,0,3905456278
5280,74,68,44,14,99,51,84,93,13,10,1,3905456280
5281,58,89,84,109,47,12,31,9,64,39,0,3905456285
5282,18,54,119,82,21,75,14,97,41,30,0,3905456286
5283,51,97,46,64,63,74,54,28,14,26,1,3905456287
5284,49,9,41,8,111,33,109,20,42,21,0,3905456290
5285,42,74,99,12,37,54,5,7,28,23,1,3905456291
5286,12,119,45,54,71,7,34,89,87,41,0,3905456316
5287,10,94,99,87,51,84,17,75,35,26,0,3905456318
5288,119,96,49,114,21,59,5,93,7,18,0,3905456322
5289,68,74,14,110,13,63,67,47,88,35,0,3905456328
5290,41,35,75,26,21,97,16,9,14,6,0,3905456329
5291,7,23,13,67,101,42,73,34,69,85,0,3905456333
5292,73,9,27,11,33,22,63,10,25,55,1,3905456336
5293,119,14,10,38,11,83,112,8,54,98,1,3905456339
5294,34,99,22,14,104,70,8,51,11,75,0,3905456340
5295,81,95,76,22,4,44,35,1,79,99,1,3905456341
5296,10,8,5,16,35,74,94,47,2,86,1,3905456342
5297,95,32,14,33,35,87,111,109,23,73,0,3905456346
5298,28,11,14,48,8,56,29,76,63,21,0,3905456347
5299,34,104,37,106,21,26,97,100,93,39,1,3905456349
5300,74,75,81,57,100,108,37,8,76,87,1,3905456370
5301,30,86,57,41,13,45,114,120,40,27,1,3905456371
5302,100,13,95,101,69,12,46,20,119,71,1,3905456372
5303,110,105,2,35,11,44,36,14,38,32,1,3905456376
5304,91,17,5,114,47,12,11,3,104,26,0,3905456378
5305,107,20,6,59,35,42,89,74,111,72,1,3905456379
5306,22,30,41,104,74,39,17,9,56,14,1,3905456381
5307,19,30,10,69,34,27,14,95,23,22,0,3905456384
5308,1,81,35,14,78,101,96,32,2,22,0,3905456385
5309,119,64,44,4,61,90,11,21,81,8,0,3905456386
5310,28,42,22,48,44,45,10,56,99,26,0,3905456389
5311,104,67,94,84,74,48,105,101,14,99,0,3905456390
5312,81,14,106,72,32,100,48,119,11,47,1,3905456391
5313,44,18,111,11,75,89,108,31,4,21,0,3905456409
5314,10,113,94,14,119,44,5,8,114,63,1,3905456412
5315,32,35,114,69,49,14,1,6,41,7,1,3905456414
5316,110,99,40,32,74,101,95,88,47,14,0,3905456417
5317,35,42,81,89,38,67,51,62,22,15,0,3905456418
5318,97,11,68,8,4,29,104,2,34,73,1,3905456421
5319,102,35,8,90,14,69,41,7,21,20,1,3905456422
5320,98,47,51,41,87,76,14,48,69,84,0,3905456425
5321,23,21,95,75,17,79,35,14,8,99,1,3905456430
5322,15,94,104,108,7,10,32,91,59,12,1,3905456448
5323,27,101,73,12,21,8,42,34,29,89,0,3905456449
5324,74,119,49,30,35,58,22,6,99,80,1,3905456451
5325,8,98,4,2,9,16,76,12,11,56,1,3905456455
5326,72,46,44,27,99,113,48,13,59,73,1,3905456456
5327,34,99,26,32,35,62,28,48,105,11,1,3905456458
5328,67,114,9,4,20,41,30,23,110,40,1,3905456460
5329,21,37,22,94,84,47,19,13,91,65,1,3905456461
5330,8,34,16,27,110,64,35,108,89,109,0,3905456464
5331,81,23,14,27,98,8,5,21,17,7,0,3905456466
5332,48,41,4,21,14,87,34,54,71,36,0,3905456467
5333,40,22,62,12,99,6,44,81,14,4,0,3905456469
5334,5,11,77,4,27,41,101,25,59,111,1,3905456471
5335,99,83,34,38,53,7,32,36,71,70,1,3905456474
5336,98,25,42,57,105,56,30,23,2,44,1,3905456476
5337,23,20,6,14,54,94,7,41,110,15,0,3905456478
5338,47,57,56,2,27,51,59,39,1,21,1,3905456479
5339,8,32,35,44,99,75,11,14,19,18,1,3905456481
5340,39,16,67,99,86,57,14,40,6,25,0,3905456483
5341,13,41,52,23,105,14,69,32,90,22,0,3905456484
5342,7,52,3,53,70,56,97,14,12,32,1,3905456507
5343,108,11,19,27,8,48,7,44,26,14,0,3905456508
5344,29,17,75,44,26,5,34,16,81,20,0,3905456511
5345,5,32,42,14,95,4,6,74,1,63,0,3905456512
5346,13,97,111,16,67,9,35,108,3,39,1,3905456518
5347,1,47,82,40,101,44,76,5,20,108,1,3905456519
5348,35,10,114,4,17,44,9,34,94,23,1,3905456523
5349,99,35,60,14,25,48,100,69,22,111,0,3905456524
5350,61,104,14,92,7,74,16,27,70,100,1,3905456528
5351,37,48,11,21,114,106,77,87,7,99,1,3905456532
5352,49,14,70,105,18,71,95,28,90,74,1,3905456549
5353,63,99,44,14,104,93,23,2,21,75,0,3905456550
5354,22,100,14,72,4,16,69,32,35,114,1,3905456551
5355,44,25,14,48,27,9,62,26,1,32,0,3905456552
5356,28,63,70,7,26,40,101,23,44,102,1,3905456554
5357,32,4,22,53,99,42,49,6,26,41,1,3905456555
5358,48,62,26,51,76,69,8,13,53,31,0,3905456556
5359,104,35,99,1,84,7,2,49,48,27,0,3905456557
5360,76,88,119,94,90,23,104,91,71,72,1,3905456559
5361,42,36,33,31,106,88,37,14,44,54,0,3905456562
5362,53,16,34,63,8,98,102,22,35,71,1,3905456566
5363,101,34,104,48,85,47,21,75,44,49,0,3905456568
5364,81,52,2,8,35,26,6,114,108,59,1,3905456570
5365,81,51,90,60,15,11,2,10,8,26,0,3905456571
5366,27,8,5,98,22,11,62,70,57,111,0,3905456572
5367,74,114,7,27,95,49,11,1,84,14,0,3905456574
5368,21,85,104,43,61,31,36,74,25,2,0,3905456575
5369,17,86,18,71,99,21,5,49,8,110,0,3905456577
5370,40,22,26,12,49,48,99,76,51,93,1,3905456580
5371,54,25,21,71,101,42,90,53,22,120,0,3905456581
5372,36,35,73,75,104,14,44,119,5,113,0,3905456608
5373,56,75,42,25,41,81,51,31,34,26,0,3905456612
5374,47,21,101,12,42,8,62,14,23,105,0,3905456613
5375,74,26,54,19,34,5,8,4,9,49,0,3905456615
5376,16,78,26,44,32,9,62,73,2,88,1,3905456617
5377,8,14,22,67,44,54,35,4,7,23,1,3905456619
5378,12,2,103,76,27,18,109,114,88,43,0,3905456621
5379,5,101,71,97,20,98,32,91,29,45,1,3905456622
5380,34,86,93,101,8,99,35,21,41,45,1,3905456623
5381,22,97,8,5,35,63,83,17,108,71,0,3905456625
5382,12,108,106,20,62,100,99,42,15,112,1,3905456627
5383,105,35,73,76,9,63,99,74,62,4,1,3905456628
5384,12,9,5,14,100,44,8,88,31,74,0,3905456629
5385,93,4,59,74,100,73,95,62,42,7,1,3905456632
5386,64,22,103,41,21,44,98,14,105,74,1,3905456633
5387,79,10,78,23,3,93,27,14,74,53,0,3905456636
5388,104,73,22,72,21,48,52,85,67,2,0,3905456637
5389,88,31,54,39,4,76,84,64,11,41,1,3905456662
5390,64,1,34,16,102,101,63,26,41,14,0,3905456664
5391,45,34,81,41,85,44,32,95,21,59,1,3905456665
5392,14,32,10,95,53,35,94,86,93,4,0,3905456666
5393,74,102,56,108,23,120,7,94,49,79,1,3905456667
5394,11,26,33,44,58,86,14,4,109,22,0,3905456668
5395,30,76,12,99,84,2,75,67,33,25,0,3905456669
5396,34,14,4,8,22,86,74,40,9,12,0,3905456670
5397,110,85,74,62,23,32,99,30,11,47,1,3905456674
5398,99,95,36,4,104,32,14,29,35,93,1,3905456675
5399,69,21,42,49,119,41,120,11,68,30,0,3905456680
5400,7,63,22,109,84,88,13,48,56,91,0,3905456682
5401,67,62,37,17,36,48,102,2,11,87,1,3905456683
5402,41,22,101,44,32,86,67,26,81,35,1,3905456686
5403,48,72,17,120,20,69,30,63,104,114,1,3905456687
5404,7,81,63,91,101,2,35,93,75,44,1,3905456713
5405,97,106,3,98,5,34,32,8,4,89,1,3905456714
5406,86,106,10,32,47,31,26,7,8,16,0,3905456716
5407,7,104,2,14,74,48,38,17,21,84,1,3905456719
5408,87,44,28,88,11,101,1,59,34,82,1,3905456722
5409,1,114,35,75,87,77,42,22,27,23,0,3905456723
5410,42,94,64,28,88,14,33,95,25,104,1,3905456726
5411,21,62,11,86,93,4,65,43,12,17,0,3905456729
5412,11,94,101,71,44,47,1,27,104,70,1,3905456730
5413,99,21,8,63,17,2,95,30,3,35,0,3905456731
5414,26,18,100,4,52,59,14,50,99,53,1,3905456734
5415,32,51,99,74,23,104,62,41,52,18,0,3905456735
5416,93,18,14,83,12,69,114,42,32,75,0,3905456739
5417,76,74,73,40,3,10,68,114,35,88,0,3905456740
5418,85,45,35,12,16,48,5,19,40,33,1,3905456742
5419,55,102,32,74,49,54,14,11,4,119,1,3905456744
5420,64,28,22,93,108,94,4,25,80,52,1,3905456746
5421,74,21,56,25,51,108,35,76,45,31,0,3905456749
5422,120,56,85,73,48,93,53,20,1,82,0,3905456768
5423,96,106,109,105,52,40,101,8,76,21,0,3905456769
5424,8,30,23,32,99,39,2,75,77,7,0,3905456770
5425,92,48,21,14,42,114,41,34,62,75,1,3905456773
5426,37,74,32,76,41,119,71,56,63,86,1,3905456777
5427,94,100,10,104,26,21,35,13,105,9,0,3905456780
5428,34,102,35,25,32,76,73,81,97,68,1,3905456785
5429,100,78,48,22,107,88,68,97,59,41,0,3905456822
5430,5,70,74,12,93,33,46,22,42,99,0,3905456823
5431,8,11,21,26,36,63,96,22,71,27,1,3905456829
5432,114,79,44,32,5,41,22,11,56,6,0,3905456830
5433,64,74,22,93,21,75,42,99,52,8,1,3905456831
5434,42,23,6,93,56,67,39,48,97,112,0,3905456833
5435,2,26,49,4,8,104,12,75,63,86,1,3905456836
5436,44,22,14,74,35,1,34,99,114,5,1,3905456839
5437,22,19,14,1,2,9,69,76,101,104,1,3905456843
5438,104,101,69,34,14,33,97,12,44,31,1,3905456846
5439,23,48,21,75,11,2,35,8,10,3,1,3905456864
5440,76,22,104,91,41,18,30,74,86,14,0,3905456865
5441,64,47,8,34,46,56,14,35,93,48,0,3905456867
5442,14,111,88,39,109,2,62,41,90,11,1,3905456869
5443,14,43,93,99,48,4,20,41,34,22,0,3905456874
5444,17,15,18,14,26,3,76,84,93,21,0,3905456876
5445,44,106,68,31,41,73,32,100,36,119,0,3905456877
5446,14,41,35,40,47,23,94,37,2,29,1,3905456878
5447,74,95,54,22,34,14,16,120,17,35,0,3905456880
5448,96,105,44,88,1,97,74,69,95,83,0,3905456881
5449,76,32,69,119,8,23,22,42,83,47,1,3905456882
5450,49,4,119,70,74,34,23,15,104,92,0,3905456885
5451,32,97,6,8,7,34,104,12,22,48,0,3905456886
5452,54,32,35,51,79,8,43,10,98,14,1,3905456888
5453,62,60,8,5,2,28,49,14,73,119,1,3905456912
5454,74,35,2,72,105,106,32,3,64,47,1,3905456914
5455,87,7,44,17,94,14,69,76,75,8,1,3905456915
5456,82,20,5,71,34,50,59,32,25,95,1,3905456919
5457,81,66,56,21,27,4,95,74,14,32,1,3905456920
5458,75,97,85,23,94,63,18,16,1,35,1,3905456921
5459,73,93,70,4,6,57,42,40,35,31,1,3905456922
5460,8,2,9,101,60,44,20,105,13,4,1,3905456923
5461,15,76,104,97,10,44,8,40,93,58,0,3905456925
5462,70,93,28,26,6,23,44,32,113,9,1,3905456930
5463,91,20,44,28,2,18,42,1,73,6,0,3905456952
5464,9,74,23,1,71,6,70,87,110,25,1,3905456954
5465,16,34,23,59,21,51,37,67,69,47,1,3905456956
5466,74,59,43,63,40,6,101,42,2,53,0,3905456959
5467,8,22,88,14,25,106,5,111,69,12,1,3905456960
5468,1,48,41,11,31,22,21,97,5,93,0,3905456961
5469,2,42,36,22,62,8,39,50,91,21,1,3905456965
5470,110,69,86,93,46,14,75,39,8,74,1,3905456967
5471,4,93,105,49,104,9,7,32,6,70,0,3905456973
5472,58,48,92,60,85,15,41,27,75,82,0,3905456974
5473,105,23,35,104,47,99,29,11,114,110,1,3905456976
5474,21,50,41,87,104,114,6,4,42,5,1,3905456977
5475,49,114,88,6,35,14,68,81,98,29,1,3905456990
5476,54,22,16,50,52,35,21,60,99,111,0,3905456991
5477,22,108,77,95,5,75,11,30,28,8,0,3905456997
5478,23,48,120,70,27,104,30,46,99,60,0,3905456998
5479,76,53,23,41,81,105,9,18,114,74,0,3905457000
5480,72,29,26,16,11,41,98,37,34,71,1,3905457001
5481,35,5,99,9,53,76,63,22,41,6,0,3905457003
5482,76,1,31,32,45,35,27,41,86,2,0,3905457004
5483,100,29,22,57,12,17,21,62,14,31,0,3905457021
5484,34,14,36,48,88,76,86,63,83,67,1,3905457024
5485,104,37,23,68,48,99,114,31,106,84,1,3905457025
5486,21,104,35,63,93,54,9,44,71,32,0,3905457029
5487,34,42,105,71,101,14,56,33,99,1,0,3905457030
5488,119,75,67,54,6,104,35,21,93,56,1,3905457034
5489,18,1,101,33,35,3,22,25,47,10,0,3905457037
5490,87,93,100,7,76,1,14,39,26,4,0,3905457053
5491,109,42,22,26,18,64,81,98,8,35,0,3905457054
5492,32,119,5,48,59,6,36,83,11,120,1,3905457055
5493,72,93,9,22,36,101,114,71,35,39,1,3905457060
5494,13,93,14,103,43,94,72,120,110,85,0,3905457061
5495,5,48,2,34,42,64,23,30,54,108,1,3905457068
5496,14,35,75,23,119,76,69,45,20,48,0,3905457070
5497,70,36,22,2,5,14,85,35,84,10,1,3905457073
5498,5,32,98,48,96,25,82,114,119,70,1,3905457077
5499,5,92,60,23,8,97,62,31,61,77,1,3905457078
5500,101,34,81,60,71,14,4,8,50,10,1,3905457079
5501,8,2,104,17,14,86,48,119,6,22,0,3905457093
5502,41,43,97,120,93,35,44,34,14,63,1,3905457094
5503,6,99,86,28,15,101,8,58,104,74,0,3905457095
5504,106,64,109,90,29,21,114,119,95,57,0,3905457099
5505,71,99,48,64,104,47,18,74,44,30,0,3905457100
5506,47,56,114,14,4,28,22,41,90,49,0,3905457105
5507,7,8,4,14,27,93,35,71,76,101,0,3905457106
5508,22,47,19,93,5,114,34,48,2,26,1,3905457107
5509,2,26,16,48,11,22,12,1,42,6,1,3905457108
5510,41,16,99,14,22,111,21,101,54,44,1,3905457109
5511,5,43,89,97,67,41,27,14,93,22,1,3905457112
5512,21,93,17,104,67,44,6,36,35,74,1,3905457113
5513,26,47,96,8,63,75,50,22,1,14,0,3905457117
5514,35,10,60,3,14,89,5,72,2,94,0,3905457138
5515,45,15,68,48,58,21,119,8,23,2,1,3905457140
5516,21,108,38,48,87,120,79,31,81,34,0,3905457145
5517,7,5,74,59,104,21,32,41,35,34,0,3905457147
5518,14,84,8,50,17,57,12,31,26,2,1,3905457150
5519,73,21,11,2,112,67,14,22,93,44,0,3905457153
5520,2,53,56,15,25,48,67,93,26,5,0,3905457154
5521,75,81,41,76,61,100,7,35,102,95,0,3905457157
5522,74,67,81,101,35,5,88,7,71,82,0,3905457159
5523,48,26,15,62,22,34,108,23,51,63,0,3905457160
5524,114,56,7,66,71,102,104,87,17,8,1,3905457166
5525,114,35,34,56,30,2,6,40,93,21,1,3905457192
5526,23,5,27,44,6,95,70,120,89,35,1,3905457198
5527,102,7,84,64,16,4,104,26,35,106,1,3905457204
5528,23,11,75,56,104,17,105,26,2,63,1,3905457206
5529,104,27,95,23,65,35,41,114,32,67,0,3905457209
5530,32,61,22,44,66,96,7,26,49,48,0,3905457210
5531,60,40,26,46,47,22,4,49,90,67,0,3905457239
5532,83,35,90,59,11,46,55,87,44,75,1,3905457240
5533,7,4,63,44,21,16,120,87,48,99,0,3905457242
5534,14,11,2,59,12,19,43,48,94,18,0,3905457249
5535,32,23,6,99,93,114,44,14,76,35,0,3905457250
5536,95,23,21,5,88,59,104,56,32,35,1,3905457251
5537,95,21,72,53,19,68,16,61,8,34,0,3905457254
5538,14,6,18,27,75,63,39,30,44,5,1,3905457258
5539,14,84,2,22,35,56,39,110,99,20,0,3905457278
5540,28,16,44,38,22,93,14,74,9,71,1,3905457280
5541,35,7,59,104,23,14,18,6,28,44,1,3905457281
5542,100,62,21,89,119,7,79,41,97,74,0,3905457286
5543,94,32,88,100,53,5,75,17,49,36,1,3905457287
5544,34,105,21,97,8,18,71,56,94,119,0,3905457288
5545,106,99,32,90,26,14,68,17,51,72,1,3905457289
5546,42,41,27,75,104,31,63,30,62,44,0,3905457291
5547,6,28,35,71,47,94,2,27,32,100,0,3905457293
